URL,news_title,news_content,impact_type,news_content_en
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Rajendra Singh a reconstruit les ""johads"", des bassins de rétention de l'eau de pluie.",Opportunity,"Rajendra Singh has rebuilt ""johads,"" rainwater harvesting ponds."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Bénédicte Manier cite aussi l’exemple de Rajendra Singh, connu en Inde comme ""l’homme de l’eau"". Dans le pays, 90% de l’eau est accaparée par l’agriculture, la moitié des États sont en situation de stress hydrique élevé et le pays devrait connaître un épuisement de ses ressources en eau en 2030. Une situation qui était déjà critique dans les années 80. Arrivé en 1985 dans le petit district d’Alwar, dans le Rajasthan, un État très aride du pays, l’ancien médecin a donc décidé de reconstruire les ""johads"", ces bassins qui retenaient l’eau des pluies et l’aidaient à s’infiltrer dans le sol. Avec succès. En s’associant à un ingénieur local et en mobilisant la population, les réservoirs étaient de nouveau remplis après deux ou trois moussons.",Opportunity,"Bénédicte Manier also mentions the example of Rajendra Singh, known in India as the ""water man"". In the country, 90% of the water is monopolized by agriculture, half of the states are facing high water stress, and the country is expected to deplete its water resources by 2030. This situation was already critical in the 1980s. Arriving in 1985 in the small district of Alwar, in the arid state of Rajasthan, the former doctor decided to rebuild the ""johads"", these basins that retained rainwater and helped it infiltrate the ground. With success. By partnering with a local engineer and mobilizing the population, the reservoirs were once again filled after two or three monsoons."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Aujourd’hui encore, ""ils permettent de fournir 700 000 personnes en eau potable. Les fermiers sont parmi les plus riches de la région avec trois récoltes par an. Et cinq rivières disparues coulent à nouveau"" se réjouit Bénédicte Manier. Rajendra Singh a quant à lui reçu, en mars 2015, le prestigieux Stockholm Water Prize (le ""Nobel de l’eau"") pour avoir démontré que la désertification et la pauvreté rurale ne sont pas une fatalité.",Opportunity,"""Today, they still provide clean drinking water to 700,000 people. The farmers are among the richest in the region with three harvests per year. And five disappeared rivers are flowing again,"" rejoices Bénédicte Manier. Rajendra Singh, on the other hand, received the prestigious Stockholm Water Prize (the ""Nobel Prize for Water"") in March 2015 for demonstrating that desertification and rural poverty are not inevitable."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/transition-energetique-ce-que-contient-la-loi-definitivement-adoptee-par-le-parlement-143511.html,Transition énergétique : ce que contient la loi définitivement adoptée par le parlement,"Gaspillage : dans son volet ""économie circulaire"", la loi prévoit aussi plusieurs dispositions destinées à limiter l’usage des ressources. Objectif : diviser par deux la quantité de déchets jetés en décharge d’ici à 2025. Pour cela, les sacs plastiques jetables et non compostables seront interdits dès le 1er janvier 2016, les grandes surfaces devront donner aux associations leurs invendus alimentaires consommables, et l’obsolescence programmée sera sanctionnée.",Opportunity,"Waste: In its ""circular economy"" aspect, the law also includes several provisions aimed at limiting resource usage. The objective is to halve the amount of waste sent to landfills by 2025. To achieve this, disposable and non-compostable plastic bags will be banned from January 1, 2016, supermarkets will have to donate their edible unsold food to associations, and planned obsolescence will be penalized."
https://www.novethic.fr/actualite/energie/energie-nucleaire/isr-rse/fukushima-4-ans-apres-l-insoluble-probleme-des-dechets-contamines-143141.html,"Fukushima : 4 ans après la catastrophe, l’insoluble problème des déchets contaminés","Quatre ans après le drame de Fukushima, les déchets contaminés s’accumulent. Des millions de mètres cubes de terre et de végétaux irradiés sont entassés dans des sacs en plastique, des centaines de milliers de litres d’eau radioactive sont stockés autour de la centrale... Et personne ne sait jusqu’où se sont enfoncés les trois cœurs de réacteurs fondus.",Risk,"Four years after the Fukushima disaster, contaminated waste continues to accumulate. Millions of cubic meters of irradiated soil and vegetation are piled up in plastic bags, hundreds of thousands of liters of radioactive water are stored around the power plant... And no one knows how far the three melted reactor cores have sunk."
https://www.novethic.fr/actualite/energie/efficacite-energetique/isr-rse/bresil-les-defis-energetiques-qui-attendent-dilma-rousseff-142869.html,Brésil : les défis énergétiques qui attendent Dilma Rousseff,"Le gouvernement s’est également tourné vers des sources d’énergie moins propres, notamment vers l’énergie thermique qui utilise des combustibles fossiles. ""Les centrales thermiques permettent d’assurer notre production énergétique notamment en cas de sécheresse, où elles peuvent prendre le relais"", justifie Franklin Miguel, spécialiste de l’énergie à la Fondation Getulio Vargas.",Opportunity,"The government has also turned to less clean sources of energy, particularly thermal energy that uses fossil fuels. ""Thermal power plants ensure our energy production, especially in case of drought, where they can take over,"" justifies Franklin Miguel, an energy specialist at the Getulio Vargas Foundation."
https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/la-yakoutie-pionniere-du-solaire-russe-142679.html,"En Russie, des panneaux solaires dans le cercle polaire","En République de Sakha, ou Yakoutie, les hivers glacials n’empêchent pas le soleil de briller. Sur la plus grande partie du territoire, équivalente à la moitié de l’Europe, la région russe expérimente donc l’installation de panneaux photovoltaïques pour ses nombreux villages isolés, chauffés et éclairés jusqu’à présent par de petites centrales diesel. Car là-bas, seuls les grands bassins de population sont connectés au réseau électrique.",Opportunity,"In the Republic of Sakha, or Yakutia, the freezing winters do not prevent the sun from shining. Over most of the territory, which is equivalent to half of Europe, the Russian region is therefore experimenting with the installation of photovoltaic panels for its many isolated villages, which have been heated and lit until now by small diesel power plants. Because there, only large population centers are connected to the electricity grid."
https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/l-ecosysteme-himalayen-cedera-t-il-aux-barrages-chinois-142647.html,La Chine fait barrage aux émissions de particules fines,"Près de trois fois plus d’ici à 2020, tandis que les fleuves de l’Est chinois sont déjà saturés. Pour atteindre son objectif, le gouvernement a relancé des projets de barrages controversés dans l’Himalaya. Après le Mékong, c’est le fleuve Yarlung Tsangpo qui est dans le viseur des autorités. Connu en Inde sous le nom de Brahmapoutre, il prend sa source au sud-ouest du Tibet avant de traverser la moitié de la province vers l’est. Dans cette zone, le cours d’eau a formé la plus profonde vallée du monde, que l’on appelle la ""Grande courbe"". Renforcé par un dénivelé de 2800 m sur 500 km, il y développe une puissance énorme qui n’a pas échappé aux ingénieurs chinois.",Risk,"Nearly three times more by 2020, while the rivers in eastern China are already saturated. To achieve its goal, the government has revived controversial dam projects in the Himalayas. After the Mekong, it is the Yarlung Tsangpo River that is in the sights of the authorities. Known in India as the Brahmaputra, it originates in southwest Tibet before crossing half of the province to the east. In this area, the river has formed the deepest valley in the world, known as the ""Great Bend"". Strengthened by a drop of 2800 m over 500 km, it develops enormous power that has not escaped the attention of Chinese engineers."
https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/l-ecosysteme-himalayen-cedera-t-il-aux-barrages-chinois-142647.html,La Chine fait barrage aux émissions de particules fines,"En aval du Yarlung, ce sont les voisins indiens et bangladais qui redoutent la sécheresse. Le Brahmapoutre est essentiel à l’agriculture, notamment dans la région de l’Assam, qu’il arrose et fertilise de son limon. La Chine se défend en arguant que la plupart des ouvrages seront des barrages ""au fil de l’eau"", c’est-à-dire sans retenue importante. En bout de chaîne, le Bangladesh se sent pris dans un étau, car l’Inde prévoit de construire plus d’une centaine de barrages de tailles diverses sur le fleuve et ses affluents. Le fleuve connaîtra alors l’une des plus grandes concentrations de barrages au monde.",Risk,"Downstream from the Yarlung, it is the Indian and Bangladeshi neighbors who fear drought. The Brahmaputra is essential for agriculture, especially in the Assam region, where it irrigates and fertilizes with its silt. China defends itself by arguing that most of the structures will be ""run-of-the-river"" dams, meaning without significant reservoirs. At the end of the chain, Bangladesh feels trapped because India plans to build over a hundred dams of various sizes on the river and its tributaries. The river will then experience one of the largest concentrations of dams in the world."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/une-conference-pour-lancer-le-financement-de-la-transition-energetique-142617.html,Une conférence pour lancer le financement de la transition énergétique,"Alain Fradin, le directeur général  de la Confédération nationale du Crédit Mutuel, a brandi un dossier type de demande : ""48 pages à remplir et si vous vous trompez sur une seule ligne vous n’obtenez pas les 17 000 euros. Les chargés de clientèle ont fini par renoncer à le proposer !"" Une procédure simplifiée devrait être adoptée rapidement  pour doper la souscription de ces prêts.",Opportunity,"Alain Fradin, the CEO of the National Confederation of Crédit Mutuel, waved a typical loan application file: ""48 pages to fill out, and if you make a mistake on just one line, you won't get the 17,000 euros. The customer service representatives eventually gave up on offering it!"" A simplified procedure should be adopted quickly to boost the subscription of these loans."
https://www.novethic.fr/actualite/social/consommation/isr-rse/consultation-citoyenne-sur-la-sobriete-le-cese-fait-des-propositions-pour-un-changement-de-societe-151285.html,"Inscription dans la loi, partage de l'effort, temps de travail : plus de 5 000 citoyens font des propositions en faveur de la sobriété","Le Conseil économique, social et environnemental (Cese) a adopté mercredi 11 janvier un avis sur la sobriété afin de favoriser son évolution dans la société et dans nos modes de vie. Signe que le sujet, encore tabou il y a un an, se démocratise. Parmi la vingtaine de préconisations, il y a la nécessité de faire émerger un récit positif, d'organiser un débat national sur la répartition des efforts ou encore l'importance de négocier l'organisation du travail.",Opportunity,"The Economic, Social and Environmental Council (Cese) adopted an opinion on sobriety on Wednesday, January 11th, in order to promote its evolution in society and in our lifestyles. This is a sign that the subject, still taboo a year ago, is becoming more democratic. Among the twenty or so recommendations, there is the need to develop a positive narrative, to organize a national debate on the distribution of efforts, and the importance of negotiating work organization."
https://www.novethic.fr/actualite/social/consommation/isr-rse/consultation-citoyenne-sur-la-sobriete-le-cese-fait-des-propositions-pour-un-changement-de-societe-151285.html,"Inscription dans la loi, partage de l'effort, temps de travail : plus de 5 000 citoyens font des propositions en faveur de la sobriété","Un débat national sur la répartition de l’effort 
""Quand nous avons lancé nos travaux, il y a moins d'un an, il y avait de nombreuses oppositions de principe voire idéologiques contre la sobriété. Mais chacun a su faire un pas vers l’autre pour aboutir à un consensus et s'accorder sur le fait que c'est un élément essentiel de la transition écologique, analyse Sylvain Boucherand, président de la Commission environnement au sein du Cese. Cet avis pose la première pierre vers l'élaboration d'une politique de sobriété qui nous permette de répondre à la fois aux enjeux environnementaux et aux inégalités sociales"".",Opportunity,"""A national debate on the distribution of effort
""When we started our work less than a year ago, there were many principled and even ideological oppositions against sobriety. But everyone has been able to take a step towards each other to reach a consensus and agree that it is an essential element of the ecological transition,"" analyzes Sylvain Boucherand, President of the Environment Commission within the Cese. ""This opinion lays the first stone towards the development of a sobriety policy that allows us to address both environmental challenges and social inequalities."""
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Les contrôleurs de la SNCF se sont mobilisés sur une page Facebook, à la manière des Gilets jaunes. S’ils ont profité du cadre juridique du préavis de grève déposé par les organisations syndicales, leur mouvement a pourtant débordé les représentants du personnel. Ces collectifs qui se mobilisent sur les réseaux sociaux se développent, et illustrent l’émergence de nouvelles formes de contestations sociales.",Risk,"The SNCF controllers mobilized on a Facebook page, similar to the Yellow Vests. While they took advantage of the legal framework of the strike notice filed by trade unions, their movement nevertheless went beyond the representatives of the staff. These collectives that mobilize on social networks are growing and illustrate the emergence of new forms of social protest."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"""La direction n’est pas parvenue à prendre la mesure de ce malaise et les organisations syndicales non plus"", s’étonne sur France Inter Stéphane Sirot, historien spécialiste des relations sociales. ""C’est un mouvement qui interroge l’aspect institutionnel des relations sociales, qui a du mal à capter les attentes d’un certain nombre de salariés"", ajoute-t-il.",Risk,"""The management has failed to grasp the extent of this unease, and the trade unions as well,"" says Stéphane Sirot, a historian specializing in social relations, on France Inter. ""This is a movement that questions the institutional aspect of social relations, which struggles to capture the expectations of a certain number of employees,"" he adds."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Des syndicats moins proches du terrain
Un constat partagé par des syndicats de la SNCF, selon qui la réforme de 2018 qui a créé le Comité social et économique (CSE) en fusionnant les anciens comités d’entreprise et comité d’hygiène, de sécurité et de conditions de travail (CHSCT), a affaibli les relations sociales dans les entreprises en éloignant les syndicalistes du terrain. ""Les élus doivent gérer des périmètres plus étendus, ils sont pris dans des processus de négociation obligatoires qui leur prennent beaucoup de temps. Cela rend la présence sur le terrain de la médiation des organisations syndicales plus compliquée"", estime Stéphane Sirot sur France Inter.",Risk,"Un constat partagé par des syndicats de la SNCF, selon qui la réforme de 2018 qui a créé le Comité social et économique (CSE) en fusionnant les anciens comités d’entreprise et comité d’hygiène, de sécurité et de conditions de travail (CHSCT), a affaibli les relations sociales dans les entreprises en éloignant les syndicalistes du terrain. ""Les élus doivent gérer des périmètres plus étendus, ils sont pris dans des processus de négociation obligatoires qui leur prennent beaucoup de temps. Cela rend la présence sur le terrain de la médiation des organisations syndicales plus compliquée"", estime Stéphane Sirot sur France Inter."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Cette moindre représentation dans les entreprises laisse émerger des revendications issues de catégories de personnels qui peinent à se faire entendre. Début décembre, un autre collectif né sur Facebook s’était aussi manifesté, celui baptisé ""Médecins pour demain"". Se définissant comme ""apolitique et asyndical"", et comptant plusieurs milliers de membres sur le réseau social, il avait appelé à la grève les 1er et 2 décembre pour demander le doublement des tarifs de consultation.",Opportunity,"This underrepresentation in companies gives rise to demands from categories of personnel who struggle to be heard. In early December, another collective born on Facebook also made itself known, called ""Doctors for Tomorrow"". Describing itself as ""apolitical and non-unionized"", and counting several thousand members on the social network, it called for a strike on December 1st and 2nd to demand a doubling of consultation fees."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"À la SNCF, les négociations entre les syndicats et la direction ont finalement abouti et les organisations syndicales ont levé leur préavis de grève pour le week-end du jour de l’an. Le prochain test pour le climat social risque cependant d’arriver très vite. Après les négociations salariales de fin d’année, la présentation de la réforme des retraites le 10 janvier prochain pourrait, à nouveau, faire émerger de nouvelles revendications catégorielles…",Risk,"At SNCF, negotiations between the unions and management have finally resulted in an agreement, and the unions have lifted their strike notice for the New Year's weekend. However, the next test for the social climate is likely to come very soon. After the end-of-year salary negotiations, the presentation of the pension reform on January 10th could once again bring forth new sector-specific demands..."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","Certains décident de refuser de payer leur facture énergétique, d’autres demandent des augmentations de salaires… Le retour de l’inflation en Europe en 2022, après des années de stabilité, pèse lourdement sur les plus vulnérables. Les citoyens européens sont descendus dans la rue depuis l’été pour manifester leur mécontentement face à l’augmentation du coût de la vie. À l’occasion de la fin d’année, Novethic vous propose de revenir sur une sélection d’événements marquants.",Risk,"Some people decide to refuse to pay their energy bill, others demand salary increases... The return of inflation in Europe in 2022, after years of stability, weighs heavily on the most vulnerable. European citizens have taken to the streets since the summer to protest against the rising cost of living. As the year comes to an end, Novethic invites you to look back on a selection of significant events."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","Tensions sociales en série en Europe
Partout en Europe des mouvements sociaux ont émergé au cours de l’année pour protester contre l’élévation du coût de la vie. Au Royaume-Uni, un mouvement citoyen baptisé ""Don’t pay"" a vu le jour cet été. Il incite les Anglais à s’engager à ne pas payer leur facture énergétique pour protester contre les hausses de prix. Surtout, le pays connaît une vague de grèves sans précédent depuis cet été. Cheminots, douaniers, jusqu’aux infirmières ont décidé de débrayer dès l’été 2022. Après une petite trêve lors des funérailles de la reine Elizabeth II, les grèves ont repris à l’automne. Les derniers jours de décembre s’annoncent particulièrement chauds outre-Manche.",Risk,"Social tensions in series in Europe
Throughout Europe, social movements have emerged over the course of the year to protest against the rising cost of living. In the United Kingdom, a citizen movement called ""Don't pay"" was born this summer. It encourages the English to commit to not paying their energy bills to protest against price increases. Moreover, the country has experienced an unprecedented wave of strikes since this summer. Railway workers, customs officers, and even nurses have decided to go on strike since the summer of 2022. After a brief respite during the funeral of Queen Elizabeth II, the strikes resumed in the autumn. The last days of December are expected to be particularly heated across the Channel."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","En Belgique, en Autriche, en République Tchèque, en Allemagne… Les mouvements sociaux se sont multipliés aux quatre coins de l’Europe pour demander des hausses de salaires permettant de faire face à l’inflation. Les tensions sur le marché de l’emploi que de nombreux pays connaissent depuis le redémarrage post-Covid ont en effet permis une augmentation des salaires. Mais celle-ci s’est limitée à 3,8% en Europe selon les chiffres compilés par la Banque centrale européenne. Bien loin des 10% de hausse des prix…",Risk,"In Belgium, Austria, the Czech Republic, Germany... Social movements have multiplied across Europe to demand wage increases to cope with inflation. The tensions in the job market that many countries have experienced since the post-Covid restart have indeed allowed for an increase in wages. However, this increase has been limited to 3.8% in Europe according to figures compiled by the European Central Bank. Far from the 10% increase in prices..."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/royaume-uni-de-nouveaux-mouvements-sociaux-contre-la-vie-chere-151238.html,Royaume-Uni : de nouveaux mouvements sociaux contre la vie chère,"La fin du mois de décembre se révèle tendue au Royaume-Uni. Plusieurs mouvements de grève, touchant de nombreux secteurs publics, sont en train d’émerger pour cette fin d’année. Près d’un million de travailleurs britanniques devraient ainsi faire grève d’ici le 31 décembre pour protester contre la hausse du coût de la vie et la stagnation des salaires. Le Royaume-Uni a en effet connu un taux d’inflation dépassant les 11% sur un an, selon les chiffres d’octobre.",Risk,"The end of December is proving tense in the United Kingdom. Several strike movements, affecting numerous public sectors, are emerging for the end of the year. Nearly one million British workers are expected to go on strike by December 31st to protest against the rising cost of living and stagnant wages. The United Kingdom has indeed experienced an inflation rate exceeding 11% over the past year, according to October figures."
