URL,news_title,news_content,impact_type,news_content_en
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Rajendra Singh a reconstruit les ""johads"", des bassins de rétention de l'eau de pluie.",Opportunity,"Rajendra Singh has rebuilt the ""johads"", rainwater retention basins."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Bénédicte Manier cite aussi l’exemple de Rajendra Singh, connu en Inde comme ""l’homme de l’eau"". Dans le pays, 90% de l’eau est accaparée par l’agriculture, la moitié des États sont en situation de stress hydrique élevé et le pays devrait connaître un épuisement de ses ressources en eau en 2030. Une situation qui était déjà critique dans les années 80. Arrivé en 1985 dans le petit district d’Alwar, dans le Rajasthan, un État très aride du pays, l’ancien médecin a donc décidé de reconstruire les ""johads"", ces bassins qui retenaient l’eau des pluies et l’aidaient à s’infiltrer dans le sol. Avec succès. En s’associant à un ingénieur local et en mobilisant la population, les réservoirs étaient de nouveau remplis après deux ou trois moussons.",Opportunity,"Bénédicte Manier also cites the example of Rajendra Singh, known in India as “the man of the water.” In the country, 90% of the water is absorbed by agriculture, half of the States are in a high water stress situation and the country is expected to have a water crisis by 2030. A situation that was already critical in the 1980s. Arriving in 1985 in the small district of Alwar, in Rajasthan, a very poor state of the country, the old doctor decided to rebuild the “johads”, these basins that held the rain water and helped it to infiltrate the soil. With success. By partnering with a local engineer and mobilizing the population, reservoirs were again filled after two or three droughts."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/l-inde-laboratoire-du-systeme-d-ecologique-143826.html,"L’Inde, laboratoire du système D écologique","Aujourd’hui encore, ""ils permettent de fournir 700 000 personnes en eau potable. Les fermiers sont parmi les plus riches de la région avec trois récoltes par an. Et cinq rivières disparues coulent à nouveau"" se réjouit Bénédicte Manier. Rajendra Singh a quant à lui reçu, en mars 2015, le prestigieux Stockholm Water Prize (le ""Nobel de l’eau"") pour avoir démontré que la désertification et la pauvreté rurale ne sont pas une fatalité.",Opportunity,"Today, ""they provide 700,000 people with clean water. Farmers are among the richest in the region with three harvests per year. And five rivers that have dried up are re-exploring,"" says Bénédicte Manier. Rajendra Singh, who received the Stockholm Water Prize in March 2015, compared it to him, saying that desertification and rural poverty are not a death sentence."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/transition-energetique-ce-que-contient-la-loi-definitivement-adoptee-par-le-parlement-143511.html,Transition énergétique : ce que contient la loi définitivement adoptée par le parlement,"Gaspillage : dans son volet ""économie circulaire"", la loi prévoit aussi plusieurs dispositions destinées à limiter l’usage des ressources. Objectif : diviser par deux la quantité de déchets jetés en décharge d’ici à 2025. Pour cela, les sacs plastiques jetables et non compostables seront interdits dès le 1er janvier 2016, les grandes surfaces devront donner aux associations leurs invendus alimentaires consommables, et l’obsolescence programmée sera sanctionnée.",Opportunity,"Waste: in its ""Circular Economy"" section, the law also provides for several provisions to limit resource use. Objective: to divide waste thrown away in landfill by two by 2025. To achieve this, plastic bags that are thrown away and non-compostable will be banned from 1 January 2016, large surfaces will have to give to associations their food waste, and programmed obsolescence will be sanctioned."
https://www.novethic.fr/actualite/energie/energie-nucleaire/isr-rse/fukushima-4-ans-apres-l-insoluble-probleme-des-dechets-contamines-143141.html,"Fukushima : 4 ans après la catastrophe, l’insoluble problème des déchets contaminés","Quatre ans après le drame de Fukushima, les déchets contaminés s’accumulent. Des millions de mètres cubes de terre et de végétaux irradiés sont entassés dans des sacs en plastique, des centaines de milliers de litres d’eau radioactive sont stockés autour de la centrale... Et personne ne sait jusqu’où se sont enfoncés les trois cœurs de réacteurs fondus.",Risk,"Four years after the disaster in Fukushima, the contaminated waste is accumulating: millions of cubic metres of irradiated land and vegetation are buried in plastic bags, hundreds of thousands of litres of radioactive water are stored around the plant... and no one knows where the three cores of the nuclear reactors are located."
https://www.novethic.fr/actualite/energie/efficacite-energetique/isr-rse/bresil-les-defis-energetiques-qui-attendent-dilma-rousseff-142869.html,Brésil : les défis énergétiques qui attendent Dilma Rousseff,"Le gouvernement s’est également tourné vers des sources d’énergie moins propres, notamment vers l’énergie thermique qui utilise des combustibles fossiles. ""Les centrales thermiques permettent d’assurer notre production énergétique notamment en cas de sécheresse, où elles peuvent prendre le relais"", justifie Franklin Miguel, spécialiste de l’énergie à la Fondation Getulio Vargas.",Opportunity,"The government has also turned to less-clean sources of energy, including thermal power, which uses fossil fuels. ""Thermal power plants provide us with energy, especially in droughts, where they can take over,"" Franklin Miguel, energy specialist at the Getulio Vargas Foundation, said."
https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/la-yakoutie-pionniere-du-solaire-russe-142679.html,"En Russie, des panneaux solaires dans le cercle polaire","En République de Sakha, ou Yakoutie, les hivers glacials n’empêchent pas le soleil de briller. Sur la plus grande partie du territoire, équivalente à la moitié de l’Europe, la région russe expérimente donc l’installation de panneaux photovoltaïques pour ses nombreux villages isolés, chauffés et éclairés jusqu’à présent par de petites centrales diesel. Car là-bas, seuls les grands bassins de population sont connectés au réseau électrique.",Opportunity,"In the Republic of Sakha, or Yakoutie, the winters are cold and the sun shines. So, on the largest part of the territory, equivalent to half of Europe, the Russian region is experimenting with installing solar panels for its many isolated villages, heated and lighted up to now by small diesel power stations, because only the largest population centers are connected to the electricity grid."
https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/l-ecosysteme-himalayen-cedera-t-il-aux-barrages-chinois-142647.html,La Chine fait barrage aux émissions de particules fines,"Près de trois fois plus d’ici à 2020, tandis que les fleuves de l’Est chinois sont déjà saturés. Pour atteindre son objectif, le gouvernement a relancé des projets de barrages controversés dans l’Himalaya. Après le Mékong, c’est le fleuve Yarlung Tsangpo qui est dans le viseur des autorités. Connu en Inde sous le nom de Brahmapoutre, il prend sa source au sud-ouest du Tibet avant de traverser la moitié de la province vers l’est. Dans cette zone, le cours d’eau a formé la plus profonde vallée du monde, que l’on appelle la ""Grande courbe"". Renforcé par un dénivelé de 2800 m sur 500 km, il y développe une puissance énorme qui n’a pas échappé aux ingénieurs chinois.",Risk,The Mekong River is the first river to be drained in China since the Mekong River was drained in the late 19th century.
https://www.novethic.fr/actualite/energie/energies-renouvelables/isr-rse/l-ecosysteme-himalayen-cedera-t-il-aux-barrages-chinois-142647.html,La Chine fait barrage aux émissions de particules fines,"En aval du Yarlung, ce sont les voisins indiens et bangladais qui redoutent la sécheresse. Le Brahmapoutre est essentiel à l’agriculture, notamment dans la région de l’Assam, qu’il arrose et fertilise de son limon. La Chine se défend en arguant que la plupart des ouvrages seront des barrages ""au fil de l’eau"", c’est-à-dire sans retenue importante. En bout de chaîne, le Bangladesh se sent pris dans un étau, car l’Inde prévoit de construire plus d’une centaine de barrages de tailles diverses sur le fleuve et ses affluents. Le fleuve connaîtra alors l’une des plus grandes concentrations de barrages au monde.",Risk,"The Yarlung River is a major source of water for the Indian and Bangladeshi people. The Yarlung is a key source of water for agriculture, especially in the Assam region, where it is irrigated and fertilized by its lime. China argues that most of the works will be barrages ""through the water"", which means without much retention. At the end of the chain, Bangladesh feels a bit of a whirlwind, as India plans to build more than a hundred barrages of various sizes on the Ganges and its tributaries, which will result in one of the largest concentrations of barrages in the world."
https://www.novethic.fr/actualite/energie/transition-energetique/isr-rse/une-conference-pour-lancer-le-financement-de-la-transition-energetique-142617.html,Une conférence pour lancer le financement de la transition énergétique,"Alain Fradin, le directeur général  de la Confédération nationale du Crédit Mutuel, a brandi un dossier type de demande : ""48 pages à remplir et si vous vous trompez sur une seule ligne vous n’obtenez pas les 17 000 euros. Les chargés de clientèle ont fini par renoncer à le proposer !"" Une procédure simplifiée devrait être adoptée rapidement  pour doper la souscription de ces prêts.",Opportunity,"Alain Fradin, the director general of the National Credit Union Federation, has called for a new type of application form: “48 pages to fill out and if you skip on one line you will not get the 17 000 euros. Client service representatives have ended up renunciating to the offer!” A simplified procedure should be adopted quickly to expedite the issuance of these loans."
https://www.novethic.fr/actualite/social/consommation/isr-rse/consultation-citoyenne-sur-la-sobriete-le-cese-fait-des-propositions-pour-un-changement-de-societe-151285.html,"Inscription dans la loi, partage de l'effort, temps de travail : plus de 5 000 citoyens font des propositions en faveur de la sobriété","Le Conseil économique, social et environnemental (Cese) a adopté mercredi 11 janvier un avis sur la sobriété afin de favoriser son évolution dans la société et dans nos modes de vie. Signe que le sujet, encore tabou il y a un an, se démocratise. Parmi la vingtaine de préconisations, il y a la nécessité de faire émerger un récit positif, d'organiser un débat national sur la répartition des efforts ou encore l'importance de négocier l'organisation du travail.",Opportunity,"The Economic, Social and Environmental Council (Cese) adopted a report on sobriety on Wednesday, 11 January, to promote its evolution in society and our ways of life. It shows that the topic, which was taboo a year ago, is becoming démocratic."
https://www.novethic.fr/actualite/social/consommation/isr-rse/consultation-citoyenne-sur-la-sobriete-le-cese-fait-des-propositions-pour-un-changement-de-societe-151285.html,"Inscription dans la loi, partage de l'effort, temps de travail : plus de 5 000 citoyens font des propositions en faveur de la sobriété","Un débat national sur la répartition de l’effort 
""Quand nous avons lancé nos travaux, il y a moins d'un an, il y avait de nombreuses oppositions de principe voire idéologiques contre la sobriété. Mais chacun a su faire un pas vers l’autre pour aboutir à un consensus et s'accorder sur le fait que c'est un élément essentiel de la transition écologique, analyse Sylvain Boucherand, président de la Commission environnement au sein du Cese. Cet avis pose la première pierre vers l'élaboration d'une politique de sobriété qui nous permette de répondre à la fois aux enjeux environnementaux et aux inégalités sociales"".",Opportunity,"A national debate on the distribution of the effort ""When we launched our work, less than a year ago, there were many oppositions of principle or ideological against sobriety, but each one has taken a step forward to reach consensus and agree that sobriety is an essential element of the ecological transition, says Sylvain Boucherand, President of the Environment Commission in the Cese. This opinion is the first step towards the development of a sobriety policy that will allow us to respond to both environmental and social issues."""
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Les contrôleurs de la SNCF se sont mobilisés sur une page Facebook, à la manière des Gilets jaunes. S’ils ont profité du cadre juridique du préavis de grève déposé par les organisations syndicales, leur mouvement a pourtant débordé les représentants du personnel. Ces collectifs qui se mobilisent sur les réseaux sociaux se développent, et illustrent l’émergence de nouvelles formes de contestations sociales.",Risk,"SNCF supervisors have been mobilizing on Facebook, like the Yellow Vests, but while they have taken advantage of the legal framework of the grievances filed by unions, their movement has yet to deter the representatives of the staff. These social networking groups are developing, and are illustrating the emerging forms of social conflict."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"""La direction n’est pas parvenue à prendre la mesure de ce malaise et les organisations syndicales non plus"", s’étonne sur France Inter Stéphane Sirot, historien spécialiste des relations sociales. ""C’est un mouvement qui interroge l’aspect institutionnel des relations sociales, qui a du mal à capter les attentes d’un certain nombre de salariés"", ajoute-t-il.",Risk,"""Management has not been able to take care of this malaise and unions have not been able to do so,"" said Stéphane Sirot, historian of social relations at France Inter. ""This movement is a movement that questions the institutional aspect of social relations, which has failed to meet the expectations of a certain number of employees,"" he added."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Des syndicats moins proches du terrain
Un constat partagé par des syndicats de la SNCF, selon qui la réforme de 2018 qui a créé le Comité social et économique (CSE) en fusionnant les anciens comités d’entreprise et comité d’hygiène, de sécurité et de conditions de travail (CHSCT), a affaibli les relations sociales dans les entreprises en éloignant les syndicalistes du terrain. ""Les élus doivent gérer des périmètres plus étendus, ils sont pris dans des processus de négociation obligatoires qui leur prennent beaucoup de temps. Cela rend la présence sur le terrain de la médiation des organisations syndicales plus compliquée"", estime Stéphane Sirot sur France Inter.",Risk,"Unions less close to the ground A common view among SNCF unions is that the 2018 reform, which created the Social and Economic Committee (SEC) by combining the old company committees and the Committee on Health, Safety and Conditions of Employment (CHSCT), has exacerbated the social relations in the companies by removing unions from the field. “The unions are forced to manage wider perimeters, they are involved in mandatory negotiations that take a lot of time, making the presence on the field of the mediation of unions more complicated,” says Stéphane Sirot on France Inter."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"Cette moindre représentation dans les entreprises laisse émerger des revendications issues de catégories de personnels qui peinent à se faire entendre. Début décembre, un autre collectif né sur Facebook s’était aussi manifesté, celui baptisé ""Médecins pour demain"". Se définissant comme ""apolitique et asyndical"", et comptant plusieurs milliers de membres sur le réseau social, il avait appelé à la grève les 1er et 2 décembre pour demander le doublement des tarifs de consultation.",Opportunity,"In December, another Facebook-based group emerged, the ""Medecins for Tomorrow"" group. It was described as ""apolitical and asyndical"" and had several thousand members on the social network, and had called for a strike on December 1st and 2nd to demand a doubling of consultation fees."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/la-greve-des-controleurs-de-train-illustre-la-nouvelle-typologie-des-mouvements-sociaux-151261.html,La grève des contrôleurs de train illustre la nouvelle typologie des mouvements sociaux,"À la SNCF, les négociations entre les syndicats et la direction ont finalement abouti et les organisations syndicales ont levé leur préavis de grève pour le week-end du jour de l’an. Le prochain test pour le climat social risque cependant d’arriver très vite. Après les négociations salariales de fin d’année, la présentation de la réforme des retraites le 10 janvier prochain pourrait, à nouveau, faire émerger de nouvelles revendications catégorielles…",Risk,"In the SNCF, negotiations between unions and management ended and the unions’ pre-election warnings were put on hold for the weekend of the day. However, the next test for the social climate is likely to come very soon. After the end of the year wage negotiations, the presentation of the pension reform on January 10th could again raise new claims of class..."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","Certains décident de refuser de payer leur facture énergétique, d’autres demandent des augmentations de salaires… Le retour de l’inflation en Europe en 2022, après des années de stabilité, pèse lourdement sur les plus vulnérables. Les citoyens européens sont descendus dans la rue depuis l’été pour manifester leur mécontentement face à l’augmentation du coût de la vie. À l’occasion de la fin d’année, Novethic vous propose de revenir sur une sélection d’événements marquants.",Risk,"Some are deciding to refuse to pay their energy bill, others are demanding increases in wages... The return of inflation in Europe in 2022, after years of stability, is weighing heavily on the most vulnerable. European citizens have been descending into the street since the summer to express their dissatisfaction with the increase in the cost of living. At the end of the year, Novethic invites you to reflect on a selection of notable events."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","Tensions sociales en série en Europe
Partout en Europe des mouvements sociaux ont émergé au cours de l’année pour protester contre l’élévation du coût de la vie. Au Royaume-Uni, un mouvement citoyen baptisé ""Don’t pay"" a vu le jour cet été. Il incite les Anglais à s’engager à ne pas payer leur facture énergétique pour protester contre les hausses de prix. Surtout, le pays connaît une vague de grèves sans précédent depuis cet été. Cheminots, douaniers, jusqu’aux infirmières ont décidé de débrayer dès l’été 2022. Après une petite trêve lors des funérailles de la reine Elizabeth II, les grèves ont repris à l’automne. Les derniers jours de décembre s’annoncent particulièrement chauds outre-Manche.",Risk,"Social tensions in Europe Throughout Europe, social movements emerged during the year to protest the rising cost of living. In the United Kingdom, a citizen movement called ""Don't pay"" emerged this year, urging the English to not pay their energy bill to protest price increases. Moreover, the country has been experiencing a wave of strikes unprecedented since this year. Workers, customs officers, even nurses have decided to quit by the summer of 2022. After a brief pause during the Queen Elizabeth II funerals, the strikes have returned to autumn. The last days of December are particularly hot outside of Germany."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/en-2022-le-retour-de-l-inflation-reveille-des-mouvements-sociaux-partout-en-europe-151253.html,"En 2022, le retour de l’inflation réveille des mouvements sociaux partout en Europe","En Belgique, en Autriche, en République Tchèque, en Allemagne… Les mouvements sociaux se sont multipliés aux quatre coins de l’Europe pour demander des hausses de salaires permettant de faire face à l’inflation. Les tensions sur le marché de l’emploi que de nombreux pays connaissent depuis le redémarrage post-Covid ont en effet permis une augmentation des salaires. Mais celle-ci s’est limitée à 3,8% en Europe selon les chiffres compilés par la Banque centrale européenne. Bien loin des 10% de hausse des prix…",Risk,"In Belgium, Austria, the Czech Republic, Germany... Social movements have multiplied across Europe to demand higher wages to deal with inflation. The job market tensions that many countries have experienced since the post-Covid recovery have indeed allowed for an increase in wages, but this has been limited to 3.8% in Europe according to the figures compiled by the European Central Bank. Well outside the 10% price increase that the European Central Bank has predicted."
https://www.novethic.fr/actualite/social/conditions-de-travail/isr-rse/royaume-uni-de-nouveaux-mouvements-sociaux-contre-la-vie-chere-151238.html,Royaume-Uni : de nouveaux mouvements sociaux contre la vie chère,"La fin du mois de décembre se révèle tendue au Royaume-Uni. Plusieurs mouvements de grève, touchant de nombreux secteurs publics, sont en train d’émerger pour cette fin d’année. Près d’un million de travailleurs britanniques devraient ainsi faire grève d’ici le 31 décembre pour protester contre la hausse du coût de la vie et la stagnation des salaires. Le Royaume-Uni a en effet connu un taux d’inflation dépassant les 11% sur un an, selon les chiffres d’octobre.",Risk,"The end of December is a typically tense time in the United Kingdom, with several strikes affecting many public sectors. Nearly one million British workers are expected to strike by 31 December to protest the rising cost of living and stagnation in wages. The United Kingdom has indeed experienced an inflation rate exceeding 11% a year, according to October figures."
